names,SMILES,m,sigma,epsilon_k,mu,kappa_ab,epsilon_k_ab
3-ethylnonanoic acid,CCCCCCC(CC)CC(=O)O,4.650665283,4.044913769,290.3511047,0,0.003446089,3116.389893
3-methylidenenonane,C=C(CC)CCCCCC,4.248456955,3.937981367,254.0531311,0,0,0
"1,1-diethoxyhexane",CCCCCC(OCC)OCC,4.337562561,4.022084713,264.8612366,0.102595851,0,0
4-hydroxy-6-methylheptan-2-one,CC(=O)CC(O)CC(C)C,3.985844135,3.739229679,287.8638306,0,0.003223826,2216.619629
6-hydroxy-2-methyloctan-4-one,CCC(O)CC(=O)CC(C)C,4.067234039,3.860756159,291.9938049,0,0.003286467,2325.103516
2-methylnonan-4-one,CCCCCC(=O)CC(C)C,4.423594475,3.921363354,265.5036316,3.326268196,0,0
6-methylhept-2-en-4-one,CC=CC(=O)CC(C)C,3.867966652,3.788698912,268.7185974,3.07788825,0,0
4-methylheptan-3-one,CCCC(C)C(=O)CC,3.857721567,3.869683504,261.5765381,3.107105732,0,0
4-methyloctan-3-one,CCCCC(C)C(=O)CC,4.120776176,3.93403244,264.2174072,3.236345768,0,0
4-methyldecan-3-one,CCCCCCC(C)C(=O)CC,4.669373035,3.982974529,268.225769,3.441618681,0,0
1-butyladamantane,CCCCC12CC3CC(CC(C3)C1)C2,4.975070953,3.880332947,282.6575012,0,0,0
"2,2,4-trimethylpentanenitrile",CC(C)CC(C)(C)C#N,3.843518257,3.695148945,260.3027649,3.012773514,0,0
"2,2,4-trimethyl-1-phenylpentan-1-one",CC(C)CC(C)(C)C(=O)c1ccccc1,4.902863503,3.831733704,287.0261841,3.370793581,0,0
"2,3-dimethylpent-4-yne-2,3-diol",C#CC(C)(O)C(C)(C)O,3.996714115,3.545462847,279.3430176,0,0.003148151,2403.649658
"3,4,5,5-tetramethylhex-1-yne-3,4-diol",C#CC(C)(O)C(C)(O)C(C)(C)C,4.160159111,3.804126263,285.1135864,0,0.002833497,2289.023926
"3,3-dimethylpentane-2,4-dione",CC(=O)C(C)(C)C(C)=O,3.684966564,3.49906683,271.0667114,2.861978054,0,0
but-3-yn-2-one,C#CC(C)=O,3.021552086,3.106536388,252.8176117,1.972213626,0,25.20573807
2-butyl-3-methyloxirane,CCCCC1OC1C,3.526941299,3.734405518,258.2484436,2.654222727,0,0
"4,4-dimethylhept-1-ene",C=CCC(C)(C)CCC,3.693994045,3.965808153,246.5405731,0,0,0
"4,4,5-trimethylhex-1-ene",C=CCC(C)(C)C(C)C,3.613525391,4.000324726,244.7601166,0,0,0
"3,4-dimethylpentanoic acid",CC(C)C(C)CC(=O)O,3.915009022,3.755256653,288.269043,0,0.003522215,2623.200439
2-methyl-5-propan-2-ylidenecyclopentan-1-one,CC(C)=C1CCC(C)C1=O,4.232035637,3.757500887,274.7616577,3.299976349,0,12.88192081
"3,3-dimethylhexan-2-one",CCCC(C)(C)C(C)=O,3.791965008,3.872950077,260.8953247,3.072942495,0,0
3-ethyl-3-methylpent-1-yne,C#CC(C)(CC)CC,3.363367081,3.929293633,246.8403625,0.320283115,0,0
"3,7-dimethyloctane-1,3-diol",CC(C)CCCC(C)(O)CCO,4.532345772,3.881126642,291.9916992,0,0.003940888,3132.467529
7-methyl-3-methylideneoct-6-en-1-ol,C=C(CCO)CCC=C(C)C,3.9650805,3.994832993,292.5848389,0,0.003522971,2596.550537
2-(bromomethyl)-5-tert-butyloxolane,CC(C)(C)C1CCC(CBr)O1,4.454086304,3.901376247,279.6578979,3.093881369,0,0
"1,4,4-trimethyl-2,3-dihydro-1H-naphthalene",CC1CCC(C)(C)c2ccccc21,4.685717583,3.890508413,282.4024963,0,0,0
"(4S)-4,7-dimethyl-3,4-dihydro-2H-naphthalen-1-one",Cc1ccc2c(c1)C(=O)CC[C@@H]2C,5.152845383,3.534448385,306.0045776,3.174021721,0,0
"(E)-2,3-dimethylpent-2-en-1-ol",CC/C(C)=C(\C)CO,3.640758753,3.87520051,279.6253662,0,0.003377717,2332.317627
"hepta-2,6-dien-1-ol",C=CCCC=CCO,3.624165058,3.775321007,279.0663452,0,0.003680304,2523.320801
"2,3-dibromo-2-methylpentane",CCC(Br)C(C)(C)Br,4.089586258,3.754388332,272.144928,2.69178319,0,0
"3-benzyl-2,4-dimethylpentan-3-ol",CC(C)C(O)(Cc1ccccc1)C(C)C,4.18006897,4.236517429,305.6858826,0,0.003401425,2514.657227
"5,5-dimethyloxolan-3-ol",CC1(C)CC(O)CO1,3.551867247,3.496647358,298.1130371,0,0.004079175,2078.716309
5-ethyl-5-methyloxolan-3-ol,CCC1(C)CC(O)CO1,3.606452465,3.698131561,296.0398865,0,0.003884398,2101.637695
1-oxaspiro[4.5]decan-3-ol,OC1COC2(CCCCC2)C1,4.209814072,3.686463356,305.6140442,0,0.003896987,2517.737061
2-methyloct-2-ene,CCCCCC=C(C)C,4.045547485,3.905308485,248.155899,0,0,0
2-methyldec-2-ene,CCCCCCCC=C(C)C,4.609221458,3.96157217,255.5854797,0,0,0
2-methylundec-2-ene,CCCCCCCCC=C(C)C,4.874324322,4.015130043,259.7573853,0,0,0
3-ethenylpyridine,C=Cc1cccnc1,3.861761093,3.447664261,279.6071472,2.79211235,0,0
"4,5-difluoro-2,2-bis(trifluoromethyl)-1,3-dioxole",FC1=C(F)OC(C(F)(F)F)(C(F)(F)F)O1,3.53143692,3.851519108,199.0535583,0.958188534,0,0
3-chlorodecane,CCCCCCCC(Cl)CC,4.55939579,4.026041031,270.3108215,3.100945711,0,0
4-chlorodecane,CCCCCCC(Cl)CCC,4.538241386,4.021270752,269.4017029,3.128999949,0,0
5-chlorodecane,CCCCCC(Cl)CCCC,4.535783768,4.002465725,269.6105042,3.124186516,0,0
2-ethoxydecane,CCCCCCCCC(C)OCC,4.713855743,4.136545181,265.6677246,2.821359396,0,0
hex-1-en-3-one,C=CC(=O)CCC,3.348106861,3.547682285,259.9335938,2.759869814,0,0
"2,4-dibromobut-1-ene",C=C(Br)CCBr,4.008316517,3.381516457,278.2836609,0,0,0
4-(but-3-enoxymethoxy)but-1-ene,C=CCCOCOCCC=C,4.199605942,3.906012774,266.4872742,3.03973484,0,0
4-ethoxybut-1-ene,C=CCCOCC,3.249242067,3.873581648,246.4941711,2.557278872,0,0
3-phenylprop-2-ynyl acetate,CC(=O)OCC#Cc1ccccc1,5.062952518,3.607711792,289.2901306,3.344959259,0,0
1-bromo-2-methyloctane,CCCCCCC(C)CBr,4.429873466,3.905109167,269.8380127,3.007770538,0,0
but-2-ynyl acetate,CC#CCOC(C)=O,3.856481791,3.467592001,263.8148499,2.895633936,0,0
1-methoxybut-2-yne,CC#CCOC,3.133768082,3.548713923,255.8345337,2.492188454,0,0
pent-3-yn-2-one,CC#CC(C)=O,3.615456104,3.260314703,262.4294739,2.723709583,0,0
"octa-3,5-diyne",CCC#CC#CCC,4.016692162,3.778802872,258.2151794,0,0,0
2-bromohex-1-en-5-yne,C#CCCC(=C)Br,3.741632462,3.460087299,267.4266357,2.603230476,0,0
"1,3-bis(sulfanyl)propan-2-one",O=C(CS)CS,3.91074872,3.168379784,313.2402649,0.774213433,0.00227033,1188.87439
4-methoxybut-1-yne,C#CCCOC,3.127340794,3.470323086,251.9897614,2.483325005,0,0
"dimethoxy-methyl-(3,3,3-trifluoropropyl)silane",CO[Si](C)(CCC(F)(F)F)OC,3.802676201,3.912473679,247.1011353,2.836211681,0,0
"1,5-dimethoxypent-2-yne",COCC#CCCOC,4.156312466,3.680146694,270.8069153,2.850027561,0,0
2-(2-methylprop-1-enyl)furan,CC(C)=Cc1ccco1,3.730261803,3.737881184,269.7841797,0,0,0
ethyl 5-methyl-3-oxo-2-propan-2-ylhexanoate,CCOC(=O)C(C(=O)CC(C)C)C(C)C,5.067950249,3.818985939,266.4787292,2.957183361,0,0
dibutan-2-yl hexanedioate,CCC(C)OC(=O)CCCCC(=O)OC(C)CC,5.651338577,4.02804327,282.0718994,0.5983845,0,0
2-ethyl-2-methylhexanoic acid,CCCCC(C)(CC)C(=O)O,4.226726532,3.967523575,286.1468506,0,0.003370133,2790.642822
3-(chloromethyl)-3-methylhexane,CCCC(C)(CC)CCl,3.87397337,3.949077368,262.496521,2.744914055,0,0
"3,3,4-trimethylpentanoic acid",CC(C)C(C)(C)CC(=O)O,4.139761925,3.857950211,282.932251,0,0.003343024,2703.442139
"methyl 5,6,7,8-tetrahydronaphthalene-2-carboxylate",COC(=O)c1ccc2c(c1)CCCC2,5.115754128,3.578453064,304.9298401,3.373436213,0,11.30380154
"5,6,7,8-tetrahydronaphthalene-2-carbaldehyde",O=Cc1ccc2c(c1)CCCC2,4.681321621,3.560401917,308.0639343,3.193117857,0,31.64959335
"methyl 5,6,7,8-tetrahydronaphthalene-1-carboxylate",COC(=O)c1cccc2c1CCCC2,5.057271004,3.654872179,303.3997498,3.429655313,0,11.01746655
"5,6,7,8-tetrahydronaphthalene-1-carbaldehyde",O=Cc1cccc2c1CCCC2,4.796360493,3.564236641,306.6389771,3.256043673,0,24.91930962
"1-(5,6,7,8-tetrahydronaphthalen-1-yl)ethanone",CC(=O)c1cccc2c1CCCC2,4.862633705,3.659760475,302.943573,3.330484867,0,10.86476231
ethyl 2-pyrrolidin-1-ylcyclohexene-1-carboxylate,CCOC(=O)C1=C(N2CCCC2)CCCC1,5.327169895,3.839092255,305.826416,3.524772644,0,25.7621727
"2,4,6-trimethylheptane-2,4-diol",CC(C)CC(C)(O)CC(C)(C)O,4.021622658,3.992553234,289.2943115,0,0.003796352,2696.984619
2-methylpropyl cyclopropanecarboxylate,CC(C)COC(=O)C1CC1,3.877043724,3.794196844,268.6360474,3.123917341,0,0
cyclopropanecarbonyl chloride,O=C(Cl)C1CC1,3.54701519,3.178789616,258.9317017,2.557427168,0,0
bromomethylcyclopropane,BrCC1CC1,3.221570015,3.530776024,265.0367126,2.577739477,0,0
iodomethylcyclopropane,ICC1CC1,3.426188469,3.512722969,274.6772156,2.653162479,0,0
"1,3,3-trimethylcyclopropene",CC1=CC1(C)C,2.752481699,3.826169491,244.3314819,0,0,0
"4-methyl-1,3-dioxole",CC1=COCO1,2.805085659,3.342658997,261.388916,2.047516108,0,0
"2,2,4,5-tetramethyl-1,3-dioxole",CC1=C(C)OC(C)(C)O1,3.564464092,3.892127514,255.1002655,2.065812349,0,0
tert-butyl-dimethyl-prop-2-enylsilane,C=CC[Si](C)(C)C(C)(C)C,3.780997753,4.005162239,255.2089081,0.108177707,0,0
trimethyl(phenylmethoxy)silane,C[Si](C)(C)OCc1ccccc1,4.387104988,3.911458969,273.8180237,0.917245269,0,0
"(2,6-dimethylphenoxy)-trimethylsilane",Cc1cccc(C)c1O[Si](C)(C)C,4.595769882,4.102151871,264.7181091,3.116580725,0,0
trimethylsilyl benzoate,C[Si](C)(C)OC(=O)c1ccccc1,4.606872559,3.893101454,279.2469177,3.315611362,0,0
4-phenoxybutanenitrile,N#CCCCOc1ccccc1,5.086506367,3.745166063,310.2854004,3.492391109,0.000127205,97.04496002
ethyl 4-phenoxybutanoate,CCOC(=O)CCCOc1ccccc1,5.15167141,3.752990723,295.2806702,3.481301785,0,15.06487274
4-phenoxybutan-1-ol,OCCCCOc1ccccc1,4.273240566,3.77640295,316.796936,0,0.003760454,2581.03833
4-bromobutoxybenzene,BrCCCCOc1ccccc1,4.627456665,3.813891411,305.7584839,3.241683722,0,22.61841965
4-iodobutoxybenzene,ICCCCOc1ccccc1,4.717675209,3.670606613,314.6942444,2.917581797,0.000294117,201.7488251
1-isocyanopropane,[C-]#[N+]CCC,3.264781475,3.493272781,248.5470734,2.72098875,0,0
1-isocyano-3-methylbutane,[C-]#[N+]CCC(C)C,3.810077667,3.718116283,252.4152832,1.290583491,0,0
3-isocyanoprop-1-ene,[C-]#[N+]CC=C,3.153494835,3.373530149,248.2584381,1.897150278,0,0
5-bromothiophene-2-carbaldehyde,O=Cc1ccc(Br)s1,4.404024124,3.259289265,302.1343384,3.082982779,0,13.82488823
"1,3-dimethoxy-2,2-bis(methoxymethyl)propane",COCC(COC)(COC)COC,4.194899559,4.084999561,289.1384277,0.424443841,0,0
"1,3-bis(methylsulfanyl)propan-2-one",CSCC(=O)CSC,4.479304314,3.467694759,301.3944397,3.06043458,0.000134334,86.3571167
bis(oxolan-2-ylmethyl) hexanedioate,O=C(CCCCC(=O)OCC1CCCO1)OCC1CCCO1,6.127117157,4.076432705,329.5202637,3.095103264,0,0
"bis(oxolan-2-ylmethyl) benzene-1,2-dicarboxylate",O=C(OCC1CCCO1)c1ccccc1C(=O)OCC1CCCO1,6.218291283,4.124083519,328.1575317,3.735734463,0,0
bis(oxolan-2-ylmethyl) decanedioate,O=C(CCCCCCCCC(=O)OCC1CCCO1)OCC1CCCO1,6.357638359,4.316464424,340.851593,2.608417511,0,0
bis(oxolan-2-ylmethyl) butanedioate,O=C(CCC(=O)OCC1CCCO1)OCC1CCCO1,5.959849358,3.96789217,323.3738098,3.036833525,0,0
"(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",CC1(C)[C@H]2CC=C(C=O)[C@@H]1C2,4.234799385,3.601181984,289.1820679,2.871588707,0,0
"(1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylic acid",CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,4.728530884,3.454641819,298.4935608,0,0.00332917,2759.831543
3-methyl-2-pentylcyclopentan-1-one,CCCCCC1C(=O)CCC1C,4.620295525,3.776414633,280.4412842,3.447860718,0,0
ethyl 2-(2-methyl-5-oxooxolan-2-yl)acetate,CCOC(=O)CC1(C)CCC(=O)O1,5.178443909,3.634111881,297.2444153,3.313150644,0,0
"(1S,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,4.056801796,3.903451204,289.2067871,0,0.003175053,2271.14502
"[(1S,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] acetate",CC(=O)O[C@H]1C[C@H](C)CC[C@H]1C(C)C,4.754339218,3.986719608,274.6967163,3.350079775,0,0
"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] formate",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC=O,4.57021904,3.993148327,276.5664978,3.185894012,0,0
"(1S,2R,4R)-2-methoxy-4-methyl-1-propan-2-ylcyclohexane",CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,4.350175858,4.137977123,267.8135681,3.0216465,0,0
3-chlorooctane,CCCCCC(Cl)CC,3.999154091,3.929198027,262.1228943,2.869943142,0,0
3-bromooctane,CCCCCC(Br)CC,4.151408195,3.877628326,266.4131775,2.917722702,0,0
2-(4-methoxyphenyl)ethanamine,COc1ccc(CCN)cc1,4.223151207,3.847470284,298.716095,0,0.002789381,2230.153076
3-methyl-4-phenylbutan-2-one,CC(=O)C(C)Cc1ccccc1,4.480290413,3.770280123,293.4216919,3.286040545,0,0
6-phenylhexan-2-one,CC(=O)CCCCc1ccccc1,4.863868713,3.806547642,295.0980225,3.411393642,0,0
N-(1-phenylethyl)formamide,CC(N=CO)c1ccccc1,4.55295372,3.615801573,325.043396,0,0.00384245,2804.401611
1-phenylpentan-3-amine,CCC(N)CCc1ccccc1,3.926515102,4.07918644,299.3554077,0.158720329,0.002711819,1955.236084
"1-(chloromethyl)-2,3-dimethylbenzene",Cc1cccc(CCl)c1C,4.094338894,3.702946663,291.9571838,2.924776316,0,0
3-bromopent-1-yne,C#CC(Br)CC,3.371199846,3.509271622,264.0839539,2.623352766,0,0
"4,4-diethoxybut-1-ene",C=CCC(OCC)OCC,3.950997353,3.930811882,255.8817139,2.664092302,0,0
"4,4-diethoxybut-1-yne",C#CCC(OCC)OCC,4.136991501,3.789232969,262.0499878,0.59044838,0,0
hex-1-en-5-yne,C#CCCC=C,2.93321991,3.619362831,248.699295,0.451680958,0,0
,C=C=CCC=C,2.882751226,3.727346659,250.9381409,0,0,0
"penta-1,4-diynylbenzene",C#CCC#Cc1ccccc1,4.781085968,3.651696682,283.0794067,0.153014705,0,0
4-thiophen-2-ylbutanoic acid,O=C(O)CCCc1cccs1,4.849909306,3.303899765,322.0875244,0,0.003909115,3070.035889
1-methoxy-4-[(4-methoxyphenyl)methyl]benzene,COc1ccc(Cc2ccc(OC)cc2)cc1,5.453064919,3.746259689,303.9318237,3.219542027,0,33.13778687
"N,N-dimethyl-2-phenylethanamine",CN(C)CCc1ccccc1,3.991199732,3.862466335,287.4987793,0,0,0
"ethyl 2,2,3,3-tetramethylbutanoate",CCOC(=O)C(C)(C)C(C)(C)C,4.145945549,3.910813332,253.9015656,2.959399223,0,0
"2,6-dimethoxybenzaldehyde",COc1cccc(OC)c1C=O,5.306473732,3.524330854,312.6701355,3.610299826,0,34.96462631
"1,2,4-trimethylcyclopentene",CC1=C(C)CC(C)C1,3.512390137,3.7705791,253.6638184,0,0,0
6-methylheptan-3-yl acetate,CCC(CCC(C)C)OC(C)=O,4.415157318,4.041437626,260.6832581,3.223084211,0,0
6-methylheptan-2-yl acetate,CC(=O)OC(C)CCCC(C)C,4.422606468,3.950965881,261.404541,3.271528006,0,0
"2,4-dimethylpentan-3-yl acetate",CC(=O)OC(C(C)C)C(C)C,4.032887459,3.923107147,254.7391205,3.090542316,0,0
7-chloroheptan-1-ol,OCCCCCCCCl,4.07380867,3.844433784,286.2988892,0,0.003813097,2863.296387
"1,3-dihydroxypropan-2-yl nitrate",O=[N+]([O-])OC(CO)CO,4.228498459,3.228561401,319.9120178,0,0.004432864,2563.833984
oxiran-2-ylmethyl nitrate,O=[N+]([O-])OCC1CO1,4.0303545,3.292758703,281.7760925,2.995236158,0,0
(E)-undec-2-en-1-ol,CCCCCCCC/C=C/CO,4.346516609,3.995141506,288.9683228,0,0.003427892,2909.40625
"2-phenyl-1,3-oxathiolane",c1ccc(C2OCCS2)cc1,4.598686218,3.628476858,300.5907288,3.132961273,0,0
"2-(4-methylphenyl)-1,3-oxathiolane",Cc1ccc(C2OCCS2)cc1,4.782894135,3.738279819,297.09729,3.220699549,0,0
"2-(4-methoxyphenyl)-1,3-oxathiolane",COc1ccc(C2OCCS2)cc1,5.137071609,3.772177696,309.668457,3.334685564,0,23.85925102
"1,3-dimethyl-2-phenylimidazolidine",CN1CCN(C)C1c1ccccc1,4.485924721,3.743967533,299.9837341,0,0,26.90710449
"1,3-dimethyl-2-(4-methylphenyl)imidazolidine",Cc1ccc(C2N(C)CCN2C)cc1,4.630454063,3.723496199,300.1968079,1.731941819,0,50.46079254
ethyl hypochlorite,CCOCl,2.724625826,3.398383856,234.8062286,2.090503693,0,0
2-[ethyl(nitro)amino]ethyl nitrate,CCN(CCO[N+](=O)[O-])[N+](=O)[O-],5.80149889,3.442356586,348.8130798,3.570016384,0.000177875,139.0963287
2-[butyl(nitro)amino]ethyl nitrate,CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-],5.979897499,3.550869226,354.1488647,3.532388687,0.00022325,175.6156311
1-methyl-4-nitrotriazole,Cn1cc([N+](=O)[O-])nn1,5.126519203,2.924725771,345.8918762,3.030870914,0.000219842,123.3341751
"(Z)-1,1,1,5,5,5-hexafluoro-4-hydroxypent-3-en-2-one;scandium",O=C(/C=C(\O)C(F)(F)F)C(F)(F)F.O=C(/C=C(\O)C(F)(F)F)C(F)(F)F.O=C(/C=C(\O)C(F)(F)F)C(F)(F)F.[Sc],4.372757912,3.662686348,281.3058167,0.194568545,0.002681443,1503.80481
ethyl 3-cyano-3-phenylpropanoate,CCOC(=O)CC(C#N)c1ccccc1,5.354180336,3.672468185,303.2980042,3.492520094,0,35.21585464
"ethyl 2-cyano-3,3-dimethylbutanoate",CCOC(=O)C(C#N)C(C)(C)C,4.717551231,3.669645309,274.2418823,3.252635717,0,0
"(1R,2R)-2-ethylcyclohexan-1-ol",CC[C@@H]1CCCC[C@H]1O,3.85373354,3.77178812,280.8421936,0,0.003130589,2222.280273
4-propan-2-ylcyclohexan-1-ol,CC(C)[C@H]1CC[C@H](O)CC1,3.794640541,3.85607934,286.0389404,0,0.003533091,2442.524902
"(1S,2S)-2-butylcyclohexan-1-ol",CCCC[C@H]1CCCC[C@@H]1O,4.248447895,3.90486145,286.5047607,0,0.003150275,2424.764648
4-butylcyclohexan-1-ol,CCCCC1CCC(O)CC1,3.989627838,4.021463871,284.3432617,0,0.003811277,2825.075684
"3,4-dihydro-2H-pyran-6-ylmethanol",OCC1=CCCCO1,3.672598362,3.550736904,309.4856567,0,0.004115643,2177.274902
3-methyloctan-4-one,CCCCC(=O)C(C)CC,4.061464787,3.954513073,264.1422729,3.206833839,0,0
"3,5-dimethylheptan-4-one",CCC(C)C(=O)C(C)CC,3.975159645,3.978639603,260.8379211,3.142974138,0,0
1-propan-2-ylcyclohexan-1-ol,CC(C)C1(O)CCCCC1,3.667542934,3.900161266,279.677124,0,0.003604688,2410.848389
"(3,4-dimethoxyphenyl)methanol",COc1ccc(CO)cc1OC,4.776452065,3.553258896,320.7128296,0,0.003891594,2910.844727
[4-(hydroxymethyl)-2-methoxyphenyl] acetate,COc1cc(CO)ccc1OC(C)=O,5.393768311,3.368406296,332.5846252,0,0.004019288,3134.931885
4-cyclohexylbutan-2-ol,CC(O)CCC1CCCCC1,4.028031826,3.947907925,286.4788208,0,0.003788497,2788.861816
"2,2,4-trimethylpentyl 2-methylpropanoate",CC(C)CC(C)(C)COC(=O)C(C)C,4.583006859,4.042252064,259.6452942,3.225142956,0,0
"3,5-dimethylhexanoic acid",CC(C)CC(C)CC(=O)O,4.091959,3.838764668,284.7380371,0,0.003386504,2742.503174
"3,5-dimethylhex-2-enenitrile",CC(=CC#N)CC(C)C,4.180399418,3.59134078,269.8462524,3.209190845,0,0
"3,5-dimethylhexanenitrile",CC(C)CC(C)CC#N,4.040550232,3.638123989,267.2390442,3.0344069,0,10.78989506
"2,4-dimethylpentanoic acid",CC(C)CC(C)C(=O)O,3.86306119,3.739747524,287.4911499,0,0.003537114,2578.274658
ethyl 2-oxo-1-propylcyclopentane-1-carboxylate,CCCC1(C(=O)OCC)CCCC1=O,5.130108833,3.738785028,290.059021,3.581170559,0,0
"3,4-dibromobut-1-ene",C=CC(Br)CBr,3.769928217,3.472121954,275.0832825,0,0,10.87117481
5-methylheptanoic acid,CCC(C)CCCC(=O)O,4.224948406,3.844403028,287.1233521,0,0.003445552,2871.832031
6-methyloctan-2-one,CCC(C)CCCC(C)=O,4.181324005,3.872597694,265.2756958,3.20567894,0,0
2-ethoxyoxane,CCOC1CCCCO1,3.851625443,3.743476868,266.9558716,2.742520094,0,0
3-bromo-3-(bromomethyl)pentane,CCC(Br)(CC)CBr,4.202406883,3.752763271,273.4987488,2.17376709,0,0
"1,3-dimethylcyclopentan-1-ol",CC1CCC(C)(O)C1,3.370202541,3.73321557,269.3128967,0,0.00387807,2450.592529
2-methylnonanoic acid,CCCCCCCC(C)C(=O)O,4.540620327,3.94722414,285.9640808,0,0.003364767,3062.385742
3-cyclohexylpropanoyl chloride,O=C(Cl)CCC1CCCCC1,4.588202477,3.614525318,282.114563,3.12609601,0,0
phenyl 3-cyclohexylpropanoate,O=C(CCC1CCCCC1)Oc1ccccc1,5.527657509,3.862215996,303.1630249,3.506901503,0,25.84890747
1-bromopropan-2-yl acetate,CC(=O)OC(C)CBr,3.888829708,3.548312187,268.456604,2.899594784,0,0
2-bromo-1-phenylethanol,OC(CBr)c1ccccc1,4.163879395,3.773302078,309.9039612,0,0.003501654,2612.547852
"(6,6-dimethyl-2-bicyclo[3.1.1]heptanyl)methyl acetate",CC(=O)OCC1CCC2CC1C2(C)C,4.670648575,3.89875555,282.4196167,3.345143557,0,0
"methyl 3,3-dimethyl-2-oxobutanoate",COC(=O)C(=O)C(C)(C)C,4.213644981,3.463696957,264.5648193,3.05481863,0,0
"ethyl 3,3-dimethyl-2-oxobutanoate",CCOC(=O)C(=O)C(C)(C)C,4.304109573,3.5772264,261.7226868,3.074994802,0,0
"2,2-dimethyl-N-phenylpropan-1-imine",CC(C)(C)C=Nc1ccccc1,4.547892094,3.680684805,284.4628601,2.948548794,0,0
"2-hydroxy-2,3,3-trimethylbutanoic acid",CC(C)(C)C(C)(O)C(=O)O,4.32911396,3.56957078,288.5888672,0,0.00346986,2760.576416
"2-hydroxy-3,3-dimethylbutanoic acid",CC(C)(C)C(O)C(=O)O,4.310471535,3.420722961,297.2755127,0,0.003835202,2776.693359
"2,7-dimethylocta-2,4,6-triene",CC(C)=CC=CC=C(C)C,4.414829254,3.796197414,263.5631104,0,0,0
1-bromo-4-methylnaphthalene,Cc1ccc(Br)c2ccccc12,4.807247162,3.688765049,303.3706665,3.270555735,0,10.01629734
4-naphthalen-1-ylbutan-2-one,CC(=O)CCc1cccc2ccccc12,5.320007801,3.729405403,316.8286438,3.422969103,0,14.44646168
"2,3-dihydrophenalen-1-one",O=C1CCc2cccc3cccc1c23,5.569048882,3.638840914,315.3343811,3.570808172,0,10.37703133
2-(bromomethyl)naphthalene,BrCc1ccc2ccccc2c1,4.861743927,3.629079342,317.247467,3.210184336,0,21.78590202
2-naphthalen-2-ylethanamine,NCCc1ccc2ccccc2c1,4.516080856,3.875187397,320.2425842,0,0.003312844,2487.716553
methyl 2-methylnaphthalene-1-carboxylate,COC(=O)c1c(C)ccc2ccccc12,5.327584267,3.612756252,310.3076782,3.484619141,0,0
"3-methoxy-2,2-dimethyloxirane",COC1OC1(C)C,3.016819,3.66520834,265.4492493,1.166206479,0,0
methyl 2-chloro-2-methylpropanoate,COC(=O)C(C)(C)Cl,3.605104446,3.464291573,263.0616455,2.710548401,0,0
ethyl 2-chloro-2-methylpropanoate,CCOC(=O)C(C)(C)Cl,3.89275074,3.588697433,262.7533875,2.847537756,0,0
3-methoxybutan-2-one,COC(C)C(C)=O,3.325653315,3.590314388,252.5485229,2.713024855,0,0
3-ethoxybutan-2-one,CCOC(C)C(C)=O,3.462849617,3.711567402,251.5986481,2.784435511,0,0
2-chlorobutan-1-ol,CCC(Cl)CO,3.362420082,3.637655258,279.1263123,0,0.003762929,2131.033447
4-methyloxane,CC1CCOCC1,3.267426491,3.605844498,255.9280548,2.499094009,0,0
"2,5-dipropyloxolane",CCCC1CCC(CCC)O1,4.065505981,3.937269211,272.0415955,2.999521017,0,0
5-methoxypent-1-ene,C=CCCCOC,3.297201633,3.840274334,248.8089142,2.538907051,0,0
3-methyl-1-phenylbut-2-en-1-one,CC(C)=CC(=O)c1ccccc1,4.693541527,3.625185966,295.7114258,3.245025873,0,0
"1,2-dibromo-1-ethoxybutane",CCOC(Br)C(Br)CC,4.182103634,3.834648132,271.1010437,3.123206615,0,0
diethyl 2-butyl-2-methylpropanedioate,CCCCC(C)(C(=O)OCC)C(=O)OCC,5.26764679,3.943777323,267.7425842,1.273657203,0,0
ethyl 2-methylhexanoate,CCCCC(C)C(=O)OCC,4.307386398,3.887161732,257.6437683,3.122986317,0,0
1-but-2-enylsulfanylbut-2-ene,CC=CCSCC=CC,4.08357811,3.733924627,275.1270447,2.813910723,0,0
2-propylpentanoyl chloride,CCCC(CCC)C(=O)Cl,4.201834202,3.741804361,265.4276428,3.042882919,0,0
2-methyl-2-propylpentanoic acid,CCCC(C)(CCC)C(=O)O,4.201656342,3.960370779,286.1242371,0,0.003369224,2762.659912
"1,4-dibromobutan-2-ol",OC(CBr)CCBr,4.169640064,3.396402597,298.9510803,0,0.003860502,2625.59668
2-(2-bromoethyl)oxirane,BrCCC1CO1,3.554275036,3.396887302,285.3143616,2.636326313,0,0
3-bromooxolane,BrC1CCOC1,3.451352596,3.386942148,283.586731,2.434546232,0,0
2-(2-ethoxyethyl)oxirane,CCOCCC1CO1,3.697401047,3.603242397,271.2437744,2.633160353,0,0
