names,SMILES,m,sigma,epsilon_k,mu,kappa_ab,epsilon_k_ab
1-ethoxybutane,CCCCOCC,3.232834816,3.795385838,241.6195068,2.50125742,0,0
"methyl (9z,12z)-octadeca-9,12-dienoate",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,5.955496311,4.305632114,303.6628113,3.70555377,0,24.42364883
2-methylcyclohexan-1-ol,CC1CCCCC1O,3.608619213,3.690398932,268.8705444,0,0.003811286,2539.065186
heptan-1-ol,CCCCCCCO,3.672733784,3.802018642,268.2989197,0,0.003889551,2725.951416
octan-1-ol,CCCCCCCCO,3.832671404,3.919368744,272.5756531,0,0.003794489,2787.950195
decan-1-ol,CCCCCCCCCCO,4.161579132,4.068971157,280.8773804,0,0.003689339,2963.254395
dodecanoic acid,CCCCCCCCCCCC(=O)O,4.994308472,4.013731003,295.3135681,0,0.003560455,3359.358154
tetradecanoic acid,CCCCCCCCCCCCCC(=O)O,5.224452019,4.020205021,303.0662231,0,0.003666583,3465.773682
methyl dodecanoate,CCCCCCCCCCCC(=O)OC,5.34431839,4.016464233,279.5025024,3.567009449,0,0
methyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OC,6.096122742,4.26669836,307.7263489,3.648904085,0,0
cumene,CC(C)c1ccccc1,3.645727158,3.733551741,270.6268616,0,0,0
2-propan-2-ylnaphthalene,CC(C)c1ccc2ccccc2c1,4.811480999,3.742413044,294.3022766,0,0,0
naphthalen-2-ol,Oc1ccc2ccccc2c1,4.3923769,3.595332623,319.4235229,0,0.003544851,2701.558594
dec-1-ene,C=CCCCCCCCC,4.258367538,3.882505894,254.4313354,0,0,0
3-methylbut-1-ene,C=CC(C)C,2.42656827,3.803912401,233.9943695,0,0,0
"(3e)-penta-1,3-diene",C=C/C=C/C,2.641777992,3.73388648,240.2328796,0,0,0
2-methylpent-2-ene,CCC=C(C)C,3.006611347,3.840428591,241.0736237,0,0,0
2-methylpentan-3-ol,CCC(O)C(C)C,3.164741516,3.779757023,261.4771423,0,0.003863866,2363.432617
2-methylhexan-1-ol,CCCCC(C)CO,3.527316809,3.842947483,265.8280945,0,0.003874946,2652.595459
"buta-1,3-diene",C=CC=C,2.232289553,3.587605953,229.3512878,0,0,0
but-1-en-3-yne,C#CC=C,2.339341164,3.552028894,231.5827332,0,0,0
"2,3-dimethylbutane",CC(C)C(C)C,2.837748766,3.90818572,237.413269,0,0,0
but-1-ene,C=CCC,2.222246408,3.724976063,222.9061584,0,0,0
propylbenzene,CCCc1ccccc1,3.739284992,3.733157158,270.7757263,0,0,0
"2,2-dimethylbutane",CCC(C)(C)C,2.803221703,3.917846918,234.4784851,0,0,0
ethyl butanoate,CCCC(=O)OCC,3.464581728,3.713693142,253.2263947,2.754987955,0,0
1-phenylethanone,CC(=O)c1ccccc1,3.941553593,3.468119144,290.6932068,3.034062624,0,0
2-methylpropyl acetate,CC(=O)OCC(C)C,3.441788673,3.700325489,251.891983,2.769898176,0,0
"furan-2,5-dione",O=C1C=CC(=O)O1,3.980488777,3.021604538,296.7209167,2.756690264,0,29.75031471
methylimino(oxo)methane,CN=C=O,2.574319124,3.248872757,243.4084473,1.969079375,0,0
propan-2-amine,CC(C)N,2.495686531,3.47413826,242.1487885,0,0.003126493,1282.803467
propan-1-amine,CCCN,2.665980816,3.435334682,244.6269989,0,0.003068914,1395.352295
3-isothiocyanatoprop-1-ene,C=CCN=C=S,3.520700216,3.420751333,274.8569031,2.617340088,0,0
2-ethylhexan-1-ol,CCCCC(CC)CO,3.67673111,3.92945385,270.0302734,0,0.003815114,2713.262451
propan-2-yl acetate,CC(=O)OC(C)C,3.128532887,3.584926605,246.9303894,2.562289,0,0
"1,3-dioxolane",C1COCO1,2.682739973,3.166354179,274.2918396,1.696559668,0,0
cycloheptane,C1CCCCCC1,3.354507923,3.625236988,261.9028015,0,0,0
cyclooctane,C1CCCCCCC1,3.715383768,3.656608582,266.2204285,0,0,0
cycloheptanol,OC1CCCCCC1,3.656769991,3.68066597,275.5084839,0,0.004044038,2641.795166
"propane-1,2-diamine",CC(N)CN,3.140264988,3.393819809,277.554718,0,0.003773872,1620.019043
"1,2,4,5-tetramethylbenzene",Cc1cc(C)c(C)cc1C,4.075723648,3.792787075,280.6681213,0,0,0
tridecane,CCCCCCCCCCCCC,5.107018471,4.075505257,264.0958557,0,0,0
1-methyl-4-propan-2-ylbenzene,Cc1ccc(C(C)C)cc1,3.948487759,3.793061256,271.4599609,0,0,0
"1,2,3-trichloropropane",ClCC(Cl)CCl,3.595011234,3.428190947,283.6459351,2.421842813,0,0
dichloro(dimethyl)silane,C[Si](C)(Cl)Cl,2.930127144,3.729455471,243.335556,2.336971283,0,0
2-(dimethylamino)ethanol,CN(C)CCO,3.166210413,3.468728304,283.4356995,0,0.004029582,1740.08606
butyl 2-methylprop-2-enoate,C=C(C)C(=O)OCCCC,3.98320508,3.730516195,260.8930054,2.929690838,0,0
nonane,CCCCCCCCC,4.082847595,3.906582832,249.2596893,0,0,0
propanal,CCC=O,2.614075422,3.286462069,246.9802399,2.166669369,0,0
methyl propanoate,CCC(=O)OC,3.01303339,3.472777843,248.3375397,2.461146593,0,0
ethylcyclohexane,CCC1CCCCC1,3.542701244,3.788004398,259.6248779,0,0,0
"2,2,3-trichloro-1,1,1,3,4,4,4-heptafluorobutane",FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(F)(F)F,3.915472507,3.765090704,221.9722137,0,0,0
2-(2-butoxyethoxy)ethanol,CCCCOCCOCCO,3.877614498,3.976074219,306.8531189,0,0.003825089,2223.699219
methyl hexanoate,CCCCCC(=O)OC,3.908436775,3.692624092,257.7215881,2.961392641,0,0
methyl octanoate,CCCCCCCC(=O)OC,4.474844933,3.801375866,263.2580872,3.210703611,0,0
methyl decanoate,CCCCCCCCCC(=O)OC,4.981208324,3.929069042,270.9476318,3.430456877,0,0
naphthalen-1-ol,Oc1cccc2ccccc12,4.353610039,3.689558983,318.7170715,0,0.003457752,2584.410645
trichloro(phenyl)silane,Cl[Si](Cl)(Cl)c1ccccc1,4.048395157,3.717536449,281.545105,3.030654192,0,0
pentyl acetate,CCCCCOC(C)=O,3.855196238,3.724865913,258.4107971,2.965302467,0,0
"2,6-dimethylheptan-4-one",CC(C)CC(=O)CC(C)C,4.014892101,3.901195765,261.2601013,3.126023769,0,0
propyl formate,CCCOC=O,3.061089039,3.464411259,247.4357147,2.43366456,0,0
methylsulfanylethane,CCSC,2.763751507,3.621372223,251.7019958,2.102448702,0,17.78726387
ethylsulfanylethane,CCSCC,3.018373013,3.698758602,255.592453,2.232019663,0,15.24675179
"hexane-1,6-diamine",NCCCCCCN,4.077008247,3.490767956,285.4024048,0,0.0031899,2144.416504
butyl butanoate,CCCCOC(=O)CCC,4.06406641,3.750766516,258.4708862,3.040210724,0,0
benzoic acid,O=C(O)c1ccccc1,4.279714584,3.034758329,317.1078491,0,0.004029859,2673.915527
"1,1,2,2,2-pentafluoro-n,n-bis(1,1,2,2,2-pentafluoroethyl)ethanamine",FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3.970277309,4.005493164,196.4801025,0,0,0
trimethyl(trimethylsilyloxy)silane,C[Si](C)(C)O[Si](C)(C)C,3.458961964,4.334146023,232.4632416,0,0,0
3-methylbutan-2-one,CC(=O)C(C)C,3.076125622,3.541607857,253.5762939,2.63044405,0,0
propyl propanoate,CCCOC(=O)CC,3.495275021,3.683879614,253.5810242,2.755538225,0,0
quinoline,c1ccc2ncccc2c1,4.159107208,3.512063026,303.7034912,2.992437363,0,11.9218359
cyclohexylbenzene,c1ccc(C2CCCCC2)cc1,4.630363464,3.757114887,281.8879089,0,0,0
"2,4-dichlorophenol",Oc1ccc(Cl)cc1Cl,3.85934186,3.476946354,301.9514465,0.13057667,0.002665451,1916.365112
2-(chloromethyl)oxirane,ClCC1CO1,3.116968155,3.248021364,283.2634888,0,0,0
2-[2-(2-hydroxyethoxy)ethoxy]ethanol,OCCOCCOCCO,4.278911591,3.602196693,332.2478638,0,0.004607287,2386.817871
chlorocyclohexane,ClC1CCCCC1,3.571994305,3.600931406,268.4864502,2.083092213,0,0
2-(2-methoxyethoxy)ethanol,COCCOCCO,3.388911247,3.656022072,312.421814,0,0.004237141,1798.043823
(e)-but-2-ene,C/C=C/C,2.282529116,3.655422211,229.5218506,0,0,0
dimethyl carbonate,COC(=O)OC,3.300864935,3.25724721,252.371994,0,0,0
nonan-5-one,CCCCC(=O)CCCC,4.228269577,3.878671169,266.4362793,3.276493549,0,0
2-propan-2-yloxyethanol,CC(C)OCCO,3.044241905,3.752780437,290.7786865,0,0.004100423,1854.959229
2-(2-ethoxyethoxy)ethanol,CCOCCOCCO,3.541526318,3.824140072,308.5509949,0,0.003964857,1929.516724
2-methylprop-1-ene,C=C(C)C,2.219011307,3.663192987,224.5263214,0,0,0
2-methoxyethyl acetate,COCCOC(C)=O,3.732964993,3.485603809,261.9827881,2.727527618,0,0
2-methylpropanal,CC(C)C=O,2.86384964,3.492414951,243.3281708,2.388465166,0,0
(z)-but-2-ene,C/C=C\C,2.305228233,3.670176029,230.6124573,0,0,0
2-methylpropan-2-amine,CC(C)(C)N,2.598700285,3.764751911,244.0550232,0,0.002675891,1210.789673
2-(2-hydroxyethoxy)ethanol,OCCOCCO,3.936796665,3.283958673,326.8582764,0,0.005087795,2307.796143
3-methylhexane,CCCC(C)CC,3.255165339,3.894744158,242.973999,0,0,0
methyl prop-2-enoate,C=CC(=O)OC,3.018123627,3.361210823,250.9450226,2.369645596,0,0
"1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.931976795,3.94788456,192.1238251,0,0,0
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,4.206633568,3.53004837,288.6200562,2.631606817,0,0
"2,2-dimethylpropane",CC(C)(C)C,2.414236546,3.859261036,224.9144592,0,0,0
tetramethylsilane,C[Si](C)(C)C,2.724535704,3.929939747,219.8677216,0,0,0
4-methylpentan-2-ol,CC(C)CC(C)O,3.206849337,3.827958345,259.6069946,0,0.003860289,2440.222168
"1,1'-biphenyl",c1ccc(-c2ccccc2)cc1,4.597036362,3.59700489,300.6595154,0,0,0
benzylbenzene,c1ccc(Cc2ccccc2)cc1,4.816052437,3.684983253,295.0584412,0,0,0
butan-2-ylbenzene,CCC(C)c1ccccc1,3.885025263,3.80961442,272.1848755,0,0,0
2-methylpent-1-ene,C=C(C)CCC,2.921536922,3.852779388,240.4499207,0,0,0
4-methylpent-1-ene,C=CCC(C)C,2.763958931,3.871989727,239.5217285,0,0,0
"tricyclo[5.2.1.02,6]deca-3,8-diene",C1=CC2C3C=CC(C3)C2C1,3.951322556,3.612667561,269.2119751,1.867925644,0,10.113657
icosane,CCCCCCCCCCCCCCCCCCCC,6.097993851,4.273666859,299.2068481,0,0,0
"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1,3.74023056,3.714231253,274.2705078,0,0,0
benzyl acetate,CC(=O)OCc1ccccc1,4.219932556,3.59833765,288.8295593,3.116710186,0,0
1-methyl-2-nitrobenzene,Cc1ccccc1[N+](=O)[O-],4.24835968,3.484536409,290.4827271,3.25342226,0,0
1-methyl-3-nitrobenzene,Cc1cccc([N+](=O)[O-])c1,4.26533699,3.385732174,296.171936,3.179876328,0,0
1-methyl-4-nitrobenzene,Cc1ccc([N+](=O)[O-])cc1,4.422665596,3.359571695,295.307251,3.207901001,0,0
chloromethylbenzene,ClCc1ccccc1,3.639917374,3.515312195,290.329071,2.72047472,0,0
dichloro-methyl-phenylsilane,C[Si](Cl)(Cl)c1ccccc1,4.126974106,3.783120155,280.6832275,3.094701529,0,0
1-ethoxy-2-(2-ethoxyethoxy)ethane,CCOCCOCCOCC,4.051778793,3.966419697,273.9056091,2.930917263,0,0
decanoic acid,CCCCCCCCCC(=O)O,4.720481873,3.979133129,289.6677246,0,0.003441978,3203.01709
dimethyl-bis(trimethylsilyloxy)silane,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,4.025932312,4.614180565,241.5834503,0,0,0
"2,2,4,4,6,6,8,8-octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,4.058612823,4.744333267,256.7937927,0,0,0
isoquinoline,c1ccc2cnccc2c1,4.254571438,3.49379015,303.7155762,3.041716576,0,10.85667992
2-methylquinoline,Cc1ccc2ccccc2n1,4.395314693,3.591269255,298.5601501,3.103753328,0,0
ethyl 2-hydroxybenzoate,CCOC(=O)c1ccccc1O,4.044106483,3.74277401,306.7729492,0,0.003442048,2068.617188
phenoxybenzene,c1ccc(Oc2ccccc2)cc1,4.648428917,3.750840425,295.6656799,3.05979991,0,49.35676575
4-methylquinoline,Cc1ccnc2ccccc12,4.560786247,3.623958826,299.2916565,3.047005177,0,0
"2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",C=C1C2CCC(C2)C1(C)C,3.93283844,3.840215445,262.2070618,0,0,0
1-methyl-4-prop-1-en-2-ylcyclohexene,C=C(C)C1CC=C(C)CC1,4.193105698,3.735537052,264.2691956,0,0,0
1-methyl-4-propan-2-ylidenecyclohexene,CC1=CCC(=C(C)C)CC1,4.333222866,3.693237305,265.2871094,0,0,0
undecan-1-ol,CCCCCCCCCCCO,4.294552803,4.136181355,284.5328369,0,0.003664046,3035.816895
hexadecane,CCCCCCCCCCCCCCCC,5.660449982,4.177800179,279.1533203,0,0,0
"dibutyl benzene-1,2-dicarboxylate",CCCCOC(=O)c1ccccc1C(=O)OCCCC,5.894208908,3.930051088,307.6506042,3.760911465,0,0
dibutyl decanedioate,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,6.174289227,4.287246704,307.9432068,2.842950106,0,0
"1,3-diphenylbenzene",c1ccc(-c2cccc(-c3ccccc3)c2)cc1,5.786577225,3.760940075,326.4729004,0,0,0
"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1,3.789913654,3.71423769,275.5484009,0,0,0
"1,2,3-trimethylbenzene",Cc1cccc(C)c1C,3.791055202,3.713635206,279.1877441,0,0,0
2-(2-propoxyethoxy)ethanol,CCCOCCOCCO,3.677674294,3.903917789,308.1524353,0,0.0038659,2045.088867
1-(1-butoxypropan-2-yloxy)propan-2-ol,CCCCOCC(C)OCC(C)O,3.788386583,4.352516651,298.1675415,0,0.003537811,2212.5271
1-bromopentane,CCCCCBr,3.419240475,3.674392939,259.6559448,2.660005331,0,0
3-bromopentane,CCC(Br)CC,3.317835569,3.736119032,256.6689758,2.583690166,0,0
"n,n-dimethylmethanamine",CN(C)C,2.325440884,3.668904781,227.7738037,0,0,0
deuteriooxymethane,[2H]OC,2.662720919,2.696144104,281.3561096,0,0.004221428,1306.702393
dodecan-1-ol,CCCCCCCCCCCCO,4.498319626,4.179174423,285.6796265,0,0.003613354,3120.019287
"thiolane 1,1-dioxide",O=S1(=O)CCCC1,4.517923355,3.163318157,315.802124,3.280761719,0,10.81463432
2-aminoethanol,NCCO,3.345703602,2.962257862,308.5715637,0,0.00530966,2159.358643
nonylbenzene,CCCCCCCCCc1ccccc1,5.309097767,4.004364967,285.1333618,0,0,0
"1-chloro-1,1,2,2,2-pentafluoroethane",FC(F)(F)C(F)(F)Cl,2.680228472,3.522162437,171.4862061,0,0,0
"1,2-dichloro-1,1,2,2-tetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,2.93287921,3.555176735,197.7179718,0,0,0
dichloro(fluoro)methane,FC(Cl)Cl,2.460891724,3.2803936,226.0279083,1.780793667,0,0
heptadecane,CCCCCCCCCCCCCCCCC,5.787508965,4.216025829,284.0906067,0,0,0
2-tert-butylperoxy-2-methylpropane,CC(C)(C)OOC(C)(C)C,3.359879017,4.154211998,245.1917725,0,0,0
2-hydroperoxy-2-methylpropane,CC(C)(C)OO,3.158211231,3.366055012,268.8023071,0,0.003804725,2054.913086
4-methylpent-3-en-2-one,CC(=O)C=C(C)C,3.499815941,3.60039854,260.2489014,2.84774375,0,0
"2,4,4-trimethylpent-1-ene",C=C(C)CC(C)(C)C,3.357340336,3.988205433,241.9103851,0,0,0
"n,n-diethylformamide",CCN(C=O)CC,3.96487999,3.32854867,273.0692749,2.932171822,0,0
2-acetyloxyethyl acetate,CC(=O)OCCOC(C)=O,4.412652016,3.417873383,271.043457,3.130472422,0,0
1-(2-methylpropoxy)butane,CCCCOCC(C)C,3.656630993,4.003347397,248.1135254,2.650489569,0,0
2-methyl-1-(2-methylpropoxy)propane,CC(C)COCC(C)C,3.541186333,4.020466328,250.1292725,0.288748324,0,0
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoroheptane",FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.208245277,3.948304415,206.5389862,2.522849798,0,46.95795441
"2,2,3,3-tetrafluoropropan-1-ol",OCC(F)(F)C(F)F,3.319587708,3.43380022,243.7598114,0,0.003821719,2303.699463
"2,4,6-trimethylpyridine",Cc1cc(C)nc(C)c1,3.848369122,3.704662561,273.2427063,2.712350368,0,0
"2,4-dimethylpent-2-ene",CC(C)=CC(C)C,3.182559013,3.887637138,242.2134094,0,0,0
methanethiol,CS,2.1960814,3.225543261,247.3777618,0,0.003727924,869.8585205
methoxymethane,COC,2.176060915,3.301214695,210.1426849,1.683532476,0,0
chloromethane,CCl,2.023510933,3.19315815,221.2875061,1.702523232,0,0
"1,1,1,3,3,3-hexafluoropropan-2-ol",OC(C(F)(F)F)C(F)(F)F,3.211587191,3.549952507,220.5948486,0,0.003104079,1767.909546
1-isocyanatobutane,CCCCN=C=O,3.382315636,3.402949572,259.6581421,2.545527697,0,0
undec-1-ene,C=CCCCCCCCCC,4.545444489,3.886900425,258.9967957,0,0,0
"diethyl benzene-1,2-dicarboxylate",CCOC(=O)c1ccccc1C(=O)OCC,5.475784302,3.70447278,295.3256531,3.595505238,0,0
hex-1-yne,C#CCCCC,2.974308014,3.576574326,243.8949127,2.286059618,0,0
hept-1-yne,C#CCCCCC,3.268013954,3.697781563,248.2551117,2.551162243,0,0
pyrrolidine,C1CCNC1,2.888817549,3.426042557,262.5019531,0,0.003331763,1627.912109
prop-2-enyl acetate,C=CCOC(C)=O,3.23410058,3.553749084,252.0870514,2.602461338,0,0
"2,3-dimethylbut-2-ene",CC(C)=C(C)C,2.978662252,3.885518551,243.35672,0,0,0
"1,1,1,5-tetrachloropentane",ClCCCCC(Cl)(Cl)Cl,4.435752869,3.700861931,284.354126,0.685655296,0,0
"1,1,1,7-tetrachloroheptane",ClCCCCCCC(Cl)(Cl)Cl,4.827681065,3.813545227,290.6654053,0.40909183,0,0
propan-2-ylcyclohexane,CC(C)C1CCCCC1,3.72860527,3.861612797,262.9490967,0,0,0
"2,2,2-trifluoroacetic acid",O=C(O)C(F)(F)F,3.292514324,3.050395966,236.3907623,0,0.003065546,1712.691772
hept-1-ene,C=CCCCCC,3.250040054,3.851372242,245.2675629,0,0,0
"hexa-1,5-diene",C=CCCC=C,2.796308517,3.749975681,244.3128815,0,0,0
propyl butanoate,CCCOC(=O)CCC,3.800792933,3.712615013,256.6038513,2.890398979,0,0
pent-1-yne,C#CCCC,2.669735909,3.444094181,239.705368,1.718814969,0,0
ethoxybenzene,CCOc1ccccc1,3.733891964,3.588591814,279.3948975,2.750015497,0,0
but-3-en-2-yl acetate,C=CC(C)OC(C)=O,3.318275928,3.672331572,253.3513794,2.702304363,0,0
octyl acetate,CCCCCCCCOC(C)=O,4.68154335,3.865258217,268.5840149,3.324918509,0,0
"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C)(C)C1,4.328389168,3.713575602,276.2507935,3.272506237,0,0
"butane-1,4-diol",OCCCCO,4.204664707,3.116425037,301.6209412,0,0.004724628,2784.289307
hexan-2-one,CCCCC(C)=O,3.509533405,3.660749435,257.1784668,2.89315033,0,0
4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1,4.833079815,2.660548687,341.6237488,0,0.004134281,3096.25293
"1,1,1,2-tetrachloroethane",ClCC(Cl)(Cl)Cl,3.257029533,3.548768044,274.3438416,2.423567057,0,0
"1,1,1,2,2-pentachloroethane",ClC(Cl)C(Cl)(Cl)Cl,3.645722628,3.726248741,271.4925537,2.669726849,0,0
oxolan-2-one,O=C1CCCO1,3.831223488,3.080024719,300.2585144,2.8168962,0,0
"2,5-dimethyloxolane",CC1CCC(C)O1,3.091608524,3.668348312,252.3204651,2.392936468,0,0
3-methylheptane,CCCCC(C)CC,3.557450533,3.946422577,246.6636963,0,0,0
1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane,COCCOCCOCCOC,3.982563019,4.009614944,301.5349121,0.109895043,0,0
2-methylaniline,Cc1ccccc1N,3.737109184,3.518097401,300.1485901,0,0.003070804,1941.944336
"2,3-di(butanoyloxy)propyl butanoate",CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,5.934552193,4.113210201,301.4980774,3.632437944,0,10.2159729
"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,6.335397243,4.53290081,327.2307129,3.818495274,0,15.56677151
methyl (z)-octadec-9-enoate,CCCCCCCC/C=C\CCCCCCCC(=O)OC,5.990048409,4.291628838,305.5922546,3.750204802,0,20.65294838
"2,4,6-trimethyl-1,3,5-trioxane",CC1OC(C)OC(C)O1,3.339519262,3.728877306,262.6930847,2.461702585,0,0
nonadecane,CCCCCCCCCCCCCCCCCCC,5.990326881,4.267085075,293.0629883,0,0,0
non-1-yne,C#CCCCCCCC,3.879318714,3.822731018,254.2818756,2.693122625,0,0
"1,1,2,2,3,3,4,4,5,5,6-undecafluoro-6-(trifluoromethyl)cyclohexane",FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.007362366,3.905021906,202.4975891,0,0,0
"3,3-dimethylbutan-2-one",CC(=O)C(C)(C)C,3.235977411,3.677858114,252.6495209,2.758090973,0,0
"2,4-dimethylpentan-3-one",CC(C)C(=O)C(C)C,3.459566593,3.82528019,254.8275452,2.910115957,0,0
2-methylbutan-1-ol,CCC(C)CO,3.222278595,3.608949184,258.6820984,0,0.004037366,2471.103271
pentan-2-ol,CCCC(C)O,3.101527214,3.647616386,256.7057495,0,0.00406651,2404.021729
pentan-3-ol,CCC(O)CC,3.043718815,3.629961014,257.39151,0,0.004077367,2391.867432
3-methylbutan-2-ol,CC(C)C(C)O,3.01190424,3.723497391,256.5885925,0,0.003944851,2307.921875
2-methylbutan-2-ol,CCC(C)(C)O,2.900016785,3.734872341,254.9216003,0,0.003973247,2239.890381
"2,3,3-trimethylbutan-2-ol",CC(C)(C)C(C)(C)O,3.069767475,4.070709705,268.0372925,0,0.00358093,2169.178223
3-ethylpentan-3-ol,CCC(O)(CC)CC,3.205588102,3.937068224,267.3243713,0,0.003751089,2297.266113
3-methylpentan-3-ol,CCC(C)(O)CC,3.076835155,3.790876865,258.4908447,0,0.003836311,2314.299561
hexan-3-ol,CCCC(O)CC,3.249936581,3.784694672,260.921936,0,0.00390795,2487.556396
hexan-2-ol,CCCCC(C)O,3.322631836,3.765012026,259.9097595,0,0.003944001,2511.834229
1-bromo-2-chloroethane,ClCCBr,3.094172478,3.328149796,273.7217102,0,0,0
"1,3-dichloropropane",ClCCCCl,3.294344425,3.384100914,267.6146545,2.280930042,0,0
diethyl hexanedioate,CCOC(=O)CCCCC(=O)OCC,5.32788372,3.768365383,275.653717,0.487797856,0,0
dibromomethane,BrCBr,2.864177227,3.235799789,275.5138245,2.145394564,0,0
"1,3-dibromopropane",BrCCCBr,3.655827045,3.400170326,280.8996582,2.530645609,0,0
formamide,N=CO,3.674254894,2.541506767,331.0412292,0,0.004846505,2273.856689
diphenylmethanone,O=C(c1ccccc1)c1ccccc1,5.042007923,3.571023464,309.8220825,3.39936161,0,0
n-phenylaniline,c1ccc(Nc2ccccc2)cc1,4.432562828,3.906255245,324.7766113,0.132849887,0.003334387,2322.394287
1-chloro-2-methylbenzene,Cc1ccccc1Cl,3.564627647,3.634912968,278.3553467,2.722584009,0,0
ethyl benzoate,CCOC(=O)c1ccccc1,4.266010284,3.574771643,283.8390198,3.142477751,0,0
1-bromopropane,CCCBr,2.86472702,3.50130558,251.1522217,2.265410185,0,0
1-propoxypropan-2-ol,CCCOCC(C)O,3.103859425,3.887758732,288.4586182,0,0.00396878,1884.477905
3-methylbutanoic acid,CC(C)CC(=O)O,3.48876667,3.622579098,289.1546631,0,0.00374893,2365.162109
ethyl 3-oxobutanoate,CCOC(=O)CC(C)=O,4.160722733,3.434910774,268.5653992,3.056277752,0,0
methyl butanoate,CCCC(=O)OC,3.271578312,3.579756021,251.1348114,2.633647203,0,0
hexadecan-1-ol,CCCCCCCCCCCCCCCCO,5.132760048,4.179296494,297.9537354,0,0.003717823,3384.863037
octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,5.321666718,4.184805393,304.7191467,0,0.003824319,3460.989502
undecane,CCCCCCCCCCC,4.625724316,3.993691921,256.4554443,0,0,0
2-methyloctane,CCCCCCC(C)C,3.918403625,3.950294256,249.1715546,0,0,0
pentadecane,CCCCCCCCCCCCCCC,5.491223335,4.15151453,273.8336792,0,0,0
"4-methyl-1,3-dioxolan-2-one",CC1COC(=O)O1,4.237369537,3.109418869,300.6872864,3.257971048,0,13.58710098
octylbenzene,CCCCCCCCc1ccccc1,5.119368553,3.990215302,281.1231384,0,0,0
"propane-1,3-diol",OCCCO,3.881713867,2.991877794,312.0100403,0,0.005132137,2447.729004
1-ethylnaphthalene,CCc1cccc2ccccc12,4.623924732,3.714294434,293.9549561,0,0,0
"hexane-1,6-diol",OCCCCCCO,4.547642708,3.383401632,291.4396973,0,0.004357315,3176.496338
"2,2-dichloroacetic acid",O=C(O)C(Cl)Cl,3.810482502,3.115118027,298.143219,0,0.003708211,2389.158203
oct-1-yne,C#CCCCCCC,3.597200871,3.778804779,251.3890686,2.74715209,0,0
2-ethylhexanoic acid,CCCCC(CC)C(=O)O,4.204426765,3.86933279,284.9892273,0,0.003312756,2781.125488
1-acetyloxyethyl acetate,CC(=O)OC(C)OC(C)=O,4.178975105,3.457093239,263.7932739,2.977023363,0,0
heptanoic acid,CCCCCCC(=O)O,4.12886095,3.767341614,286.750946,0,0.003503148,2818.635742
2-bromopropane,CC(C)Br,2.714669466,3.532445908,247.5940399,2.208833933,0,0
1-chloro-4-methylbenzene,Cc1ccc(Cl)cc1,3.581105709,3.581234932,277.70401,2.625329256,0,0
dodec-1-ene,C=CCCCCCCCCCC,4.805331707,3.912111521,263.249115,0,0,0
pentanal,CCCCC=O,3.276765823,3.522862196,250.4825287,2.716797829,0,0
hexanal,CCCCCC=O,3.577696323,3.581249475,254.9336243,2.826241016,0,0
heptanal,CCCCCCC=O,3.864023685,3.628120899,260.5228882,2.979864836,0,0
octanal,CCCCCCCC=O,4.102071762,3.669100285,265.8837585,3.084772348,0,0
nonanal,CCCCCCCCC=O,4.349734306,3.712456703,269.1637573,3.221137762,0,0
1h-indene,C1=Cc2ccccc2C1,3.697699547,3.662470341,286.557251,0,0,0
2-methylhexane,CCCCC(C)C,3.248352051,3.892483234,241.6329651,0,0,0
"2,4-dimethylhexane",CCC(C)CC(C)C,3.439393997,3.978150129,246.5836945,0,0,0
tert-butylbenzene,CC(C)(C)c1ccccc1,3.826188564,3.804378986,270.9971924,0,0,0
"benzene-1,2-diol",Oc1ccccc1O,4.242786407,3.084052563,313.2389221,0,0.003685924,2409.435059
